Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3058221340179443,2.3058221340179443,2.3030056953430176,0.0001,0.0001,1e-08
1,1,0.41436243057250977,2.3335320949554443,nan,nan,0.0001,nan,1e-08
1,2,0.4566197395324707,2.3059797286987305,nan,nan,0.00010113249300047755,nan,1e-08
1,3,0.4991936683654785,2.2944602966308594,nan,nan,0.00010172131442232057,nan,1e-08
1,4,0.5419204235076904,2.3104217052459717,nan,nan,0.00010251007188344374,nan,1e-08
1,5,0.5879547595977783,2.2950046062469482,nan,nan,0.00010263890726491809,nan,1e-08
1,6,0.6339645385742188,2.3288745880126953,nan,nan,0.00010291676153428853,nan,1e-08
1,7,0.6801328659057617,2.2919156551361084,nan,nan,0.00010298281267751008,nan,1e-08
1,8,0.726109504699707,2.356268882751465,nan,nan,0.00010388514783699065,nan,1e-08
1,9,0.772240161895752,2.2938477993011475,nan,nan,0.00010400087921880186,nan,1e-08
1,10,0.8281331062316895,2.29762601852417,nan,nan,0.00010423565254313871,nan,1e-08
1,11,0.8741436004638672,2.3131844997406006,nan,nan,0.00010439856123412028,nan,1e-08
1,12,0.9247703552246094,2.2875518798828125,nan,nan,0.00010483578080311418,nan,1e-08
1,13,0.9708824157714844,2.2545080184936523,nan,nan,0.00010520697105675936,nan,1e-08
1,14,1.0167763233184814,2.2862486839294434,nan,nan,0.00010582819231785834,nan,1e-08
1,15,1.0627264976501465,2.297515392303467,nan,nan,0.00010585579002508894,nan,1e-08
1,16,1.1086537837982178,2.2784268856048584,nan,nan,0.00010598675726214424,nan,1e-08
1,17,1.1550753116607666,2.2558770179748535,nan,nan,0.00010605916031636298,nan,1e-08
1,18,1.2015516757965088,2.303276300430298,nan,nan,0.0001062305600498803,nan,1e-08
1,19,1.2490804195404053,2.2658679485321045,nan,nan,0.0001064130337908864,nan,1e-08
1,20,1.2953126430511475,2.25667142868042,nan,nan,0.00010693325020838529,nan,1e-08
1,21,1.3413763046264648,2.234001398086548,nan,nan,0.00010713269875850528,nan,1e-08
1,22,1.387406349182129,2.217852830886841,nan,nan,0.00010756091796793044,nan,1e-08
1,23,1.4353954792022705,2.2887473106384277,nan,nan,0.00010740757716121152,nan,1e-08
1,24,1.4915766716003418,2.27335524559021,nan,nan,0.00010763736645458266,nan,1e-08
1,25,1.5595464706420898,2.256742000579834,nan,nan,0.00010790059604914859,nan,1e-08
1,26,1.605745792388916,2.2476966381073,nan,nan,0.00010838341404451057,nan,1e-08
1,27,1.6590518951416016,2.211469888687134,nan,nan,0.00010873065184568986,nan,1e-08
1,28,1.7063324451446533,2.244706153869629,nan,nan,0.00010906220268225297,nan,1e-08
1,29,1.7862017154693604,2.2172253131866455,nan,nan,0.00010948188719339669,nan,1e-08
1,30,1.8636293411254883,2.236783742904663,nan,nan,0.00010980335355270654,nan,1e-08
1,31,1.9116952419281006,2.2223117351531982,nan,nan,0.00011048149463022128,nan,1e-08
1,32,1.9589245319366455,2.2050728797912598,nan,nan,0.00011096782691311091,nan,1e-08
1,33,2.005713939666748,2.2270374298095703,nan,nan,0.00011144907330162823,nan,1e-08
1,34,2.08040189743042,2.185129165649414,nan,nan,0.00011211683158762753,nan,1e-08
1,35,2.1568069458007812,2.1923561096191406,nan,nan,0.0001129047668655403,nan,1e-08
1,36,2.2307252883911133,2.1702327728271484,nan,nan,0.00011371688015060499,nan,1e-08
1,37,2.277559518814087,2.2036869525909424,nan,nan,0.0001143901827163063,nan,1e-08
1,38,2.3614134788513184,2.1856422424316406,nan,nan,0.00011507304589031264,nan,1e-08
1,39,2.4435231685638428,2.1921231746673584,nan,nan,0.00011546605674084276,nan,1e-08
1,40,2.510159730911255,2.1719961166381836,nan,nan,0.00011611688387347385,nan,1e-08
1,41,2.5827808380126953,2.1409220695495605,nan,nan,0.00011691590771079063,nan,1e-08
1,42,2.643237829208374,2.1661298274993896,nan,nan,0.0001176595687866211,nan,1e-08
1,43,2.69091796875,2.1279685497283936,nan,nan,0.00011861348320962861,nan,1e-08
1,44,2.7550482749938965,2.0839741230010986,nan,nan,0.00011959124822169542,nan,1e-08
1,45,2.802603006362915,2.0837297439575195,nan,nan,0.00012014473759336397,nan,1e-08
1,46,2.849575996398926,2.074563503265381,nan,nan,0.00012103220797143877,nan,1e-08
1,47,2.925008535385132,2.1337296962738037,nan,nan,0.00012185513332951814,nan,1e-08
1,48,2.995565176010132,2.1326797008514404,nan,nan,0.0001227939937962219,nan,1e-08
1,49,3.0430655479431152,2.030622959136963,nan,nan,0.0001234918599948287,nan,1e-08
1,50,3.107666015625,2.055689573287964,nan,nan,0.00012422236613929272,nan,1e-08
1,51,3.1810965538024902,2.0261621475219727,nan,nan,0.0001247835753019899,nan,1e-08
1,52,3.263315200805664,2.009127616882324,nan,nan,0.0001256853574886918,nan,1e-08
1,53,3.3235225677490234,2.0408432483673096,nan,nan,0.00012619206972885877,nan,1e-08
1,54,3.3782119750976562,1.9860137701034546,nan,nan,0.00012670924479607493,nan,1e-08
1,55,3.4392197132110596,2.0904459953308105,nan,nan,0.0001270809443667531,nan,1e-08
1,56,3.49757981300354,1.979762315750122,nan,nan,0.00012763771519530565,nan,1e-08
1,57,3.55241322517395,1.9402016401290894,nan,nan,0.00012842098658438772,nan,1e-08
1,58,3.603874444961548,2.0475244522094727,nan,nan,0.00012906039773952216,nan,1e-08
1,59,3.678943395614624,1.9630295038223267,nan,nan,0.00012970963143743575,nan,1e-08
1,60,3.7525222301483154,2.0523366928100586,nan,nan,0.00013005643268115819,nan,1e-08
1,61,3.837773084640503,2.026397228240967,nan,nan,0.00013045687228441238,nan,1e-08
