Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3058221340179443,2.3058221340179443,2.3030056953430176,0.001,0.001,0.001
1,1,0.47453761100769043,2.3335320949554443,nan,nan,0.0010000000474974513,nan,0.001
1,2,0.5156350135803223,2.315793514251709,nan,nan,-0.0039305854588747025,nan,0.001
1,3,0.539670467376709,2.3039567470550537,nan,nan,-0.007831710390746593,nan,0.001
1,4,0.5636274814605713,2.3263773918151855,nan,nan,-0.010382559150457382,nan,0.001
1,5,0.5891213417053223,2.299424886703491,nan,nan,-0.012763185426592827,nan,0.001
1,6,0.6134152412414551,2.355268716812134,nan,nan,-0.014013219624757767,nan,0.001
1,7,0.6380035877227783,2.325615882873535,nan,nan,-0.015184791758656502,nan,0.001
1,8,0.66265869140625,2.4382495880126953,nan,nan,-0.013457401655614376,nan,0.001
1,9,0.6873292922973633,2.3537094593048096,nan,nan,-0.011579908430576324,nan,0.001
1,10,0.7119560241699219,2.369016170501709,nan,nan,-0.008541601710021496,nan,0.001
1,11,0.7365374565124512,2.425471067428589,nan,nan,-0.002313992939889431,nan,0.001
1,12,0.7610592842102051,2.396371364593506,nan,nan,0.0031036371365189552,nan,0.001
1,13,0.7857379913330078,2.3813087940216064,nan,nan,0.010099087841808796,nan,0.001
1,14,0.8102915287017822,2.410949945449829,nan,nan,0.015066809952259064,nan,0.001
1,15,0.8348376750946045,2.3525290489196777,nan,nan,0.022046217694878578,nan,0.001
1,16,0.8593881130218506,2.3372488021850586,nan,nan,0.027523964643478394,nan,0.001
1,17,0.8839621543884277,2.332293748855591,nan,nan,0.03227055445313454,nan,0.001
1,18,0.9084923267364502,2.362804889678955,nan,nan,0.03723621740937233,nan,0.001
1,19,0.932645320892334,2.3252675533294678,nan,nan,0.040966518223285675,nan,0.001
1,20,0.9570255279541016,2.3153443336486816,nan,nan,0.04523465037345886,nan,0.001
1,21,0.981581449508667,2.3210580348968506,nan,nan,0.047335151582956314,nan,0.001
1,22,1.006058692932129,2.2790937423706055,nan,nan,0.04853282868862152,nan,0.001
1,23,1.030651330947876,2.305717706680298,nan,nan,0.05068908631801605,nan,0.001
1,24,1.0552058219909668,2.297454595565796,nan,nan,0.052276600152254105,nan,0.001
1,25,1.079685926437378,2.309821367263794,nan,nan,0.054165661334991455,nan,0.001
1,26,1.1042261123657227,2.3386378288269043,nan,nan,0.054829444736242294,nan,0.001
1,27,1.1288049221038818,2.27165150642395,nan,nan,0.05450430139899254,nan,0.001
1,28,1.153350591659546,2.316222667694092,nan,nan,0.05520709604024887,nan,0.001
1,29,1.1778476238250732,2.2945685386657715,nan,nan,0.05449141561985016,nan,0.001
1,30,1.202439546585083,2.294969320297241,nan,nan,0.05479370057582855,nan,0.001
1,31,1.2270216941833496,2.2966511249542236,nan,nan,0.055594466626644135,nan,0.001
1,32,1.2516324520111084,2.3400325775146484,nan,nan,0.05485895648598671,nan,0.001
1,33,1.3072996139526367,2.3074238300323486,nan,nan,0.05439726635813713,nan,0.001
1,34,1.3319201469421387,2.309549331665039,nan,nan,0.05448004603385925,nan,0.001
1,35,1.3699965476989746,2.2913177013397217,nan,nan,0.05427573248744011,nan,0.001
1,36,1.4081523418426514,2.271437168121338,nan,nan,0.053614355623722076,nan,0.001
1,37,1.432746410369873,2.322253942489624,nan,nan,0.053230345249176025,nan,0.001
1,38,1.4587366580963135,2.2791988849639893,nan,nan,0.05263761803507805,nan,0.001
1,39,1.4940993785858154,2.2901480197906494,nan,nan,0.05175122246146202,nan,0.001
1,40,1.5214664936065674,2.2571680545806885,nan,nan,0.0503658764064312,nan,0.001
1,41,1.5655016899108887,2.2537930011749268,nan,nan,0.05012523755431175,nan,0.001
1,42,1.590104579925537,2.300359010696411,nan,nan,0.049582451581954956,nan,0.001
1,43,1.6395759582519531,2.27241849899292,nan,nan,0.049874722957611084,nan,0.001
1,44,1.6638171672821045,2.2483069896698,nan,nan,0.04998432472348213,nan,0.001
1,45,1.7130131721496582,2.2763350009918213,nan,nan,0.05018920078873634,nan,0.001
1,46,1.7376222610473633,2.216707706451416,nan,nan,0.05092097446322441,nan,0.001
1,47,1.7762835025787354,2.280062675476074,nan,nan,0.05147835239768028,nan,0.001
1,48,1.8068954944610596,2.2416253089904785,nan,nan,0.05237267538905144,nan,0.001
1,49,1.8496816158294678,2.2143020629882812,nan,nan,0.05278819054365158,nan,0.001
1,50,1.8808832168579102,2.228175640106201,nan,nan,0.053047604858875275,nan,0.001
1,51,1.9210174083709717,2.2420029640197754,nan,nan,0.053158435970544815,nan,0.001
1,52,1.9568336009979248,2.2407217025756836,nan,nan,0.05365700647234917,nan,0.001
1,53,1.9914178848266602,2.2187626361846924,nan,nan,0.053316157311201096,nan,0.001
1,54,2.019556760787964,2.167764663696289,nan,nan,0.053035080432891846,nan,0.001
1,55,2.061382293701172,2.19046950340271,nan,nan,0.05292578414082527,nan,0.001
1,56,2.0876691341400146,2.1854140758514404,nan,nan,0.052320145070552826,nan,0.001
1,57,2.133173704147339,2.117570638656616,nan,nan,0.052701257169246674,nan,0.001
1,58,2.1589267253875732,2.1899352073669434,nan,nan,0.052325908094644547,nan,0.001
1,59,2.207493543624878,2.1183629035949707,nan,nan,0.05261955410242081,nan,0.001
1,60,2.2320892810821533,2.1929750442504883,nan,nan,0.05240780860185623,nan,0.001
1,61,2.258171796798706,2.12294340133667,nan,nan,0.05256813392043114,nan,0.001
1,62,2.3072056770324707,2.11562442779541,nan,nan,0.052661165595054626,nan,0.001
1,63,2.351524591445923,2.089566946029663,nan,nan,0.05239299312233925,nan,0.001
1,64,2.4084184169769287,2.0966742038726807,nan,nan,0.05188051983714104,nan,0.001
1,65,2.448035955429077,2.12361478805542,nan,nan,0.05077343061566353,nan,0.001
1,66,2.4721102714538574,2.0533931255340576,nan,nan,0.05015190318226814,nan,0.001
1,67,2.5155835151672363,2.0436034202575684,nan,nan,0.04972335323691368,nan,0.001
1,68,2.5402755737304688,2.0406224727630615,nan,nan,0.04865281656384468,nan,0.001
1,69,2.5769295692443848,1.9650540351867676,nan,nan,0.047462329268455505,nan,0.001
1,70,2.601897716522217,2.0874476432800293,nan,nan,0.04651794955134392,nan,0.001
1,71,2.626420497894287,2.0126147270202637,nan,nan,0.0457003228366375,nan,0.001
1,72,2.6509625911712646,1.9604427814483643,nan,nan,0.04341571405529976,nan,0.001
1,73,2.6755027770996094,1.939873218536377,nan,nan,0.04197151958942413,nan,0.001
1,74,2.7000436782836914,1.9729902744293213,nan,nan,0.04020295664668083,nan,0.001
1,75,2.750911235809326,2.0455446243286133,nan,nan,0.03916694596409798,nan,0.001
1,76,2.779923677444458,1.963222861289978,nan,nan,0.03850116953253746,nan,0.001
1,77,2.8045222759246826,1.9614543914794922,nan,nan,0.036599982529878616,nan,0.001
1,78,2.829092025756836,1.9452450275421143,nan,nan,0.03441570699214935,nan,0.001
1,79,2.85365891456604,1.947981357574463,nan,nan,0.03330628573894501,nan,0.001
1,80,2.8781988620758057,1.9601854085922241,nan,nan,0.03208043426275253,nan,0.001
1,81,2.902815818786621,1.9099820852279663,nan,nan,0.03042476624250412,nan,0.001
1,82,2.9468395709991455,1.9847517013549805,nan,nan,0.029788518324494362,nan,0.001
1,83,2.9913222789764404,1.855764627456665,nan,nan,0.02928830310702324,nan,0.001
1,84,3.0159082412719727,1.9269105195999146,nan,nan,0.02873890846967697,nan,0.001
1,85,3.054924726486206,1.966975212097168,nan,nan,0.02842528373003006,nan,0.001
1,86,3.080061674118042,1.9414578676223755,nan,nan,0.028277667239308357,nan,0.001
1,87,3.1052753925323486,1.8715964555740356,nan,nan,0.026478435844182968,nan,0.001
1,88,3.1300220489501953,1.9697694778442383,nan,nan,0.025397390127182007,nan,0.001
1,89,3.1546475887298584,1.9451950788497925,nan,nan,0.02428271621465683,nan,0.001
1,90,3.179269552230835,2.0393457412719727,nan,nan,0.022051485255360603,nan,0.001
1,91,3.2309348583221436,1.9633516073226929,nan,nan,0.020345335826277733,nan,0.001
1,92,3.2555429935455322,2.01932430267334,nan,nan,0.01647469587624073,nan,0.001
1,93,3.2800981998443604,1.9909344911575317,nan,nan,0.01309486385434866,nan,0.001
1,94,3.3188040256500244,1.8782882690429688,nan,nan,0.010505042970180511,nan,0.001
1,95,3.370767593383789,2.013417959213257,nan,nan,0.00998490396887064,nan,0.001
1,96,3.39522123336792,1.966796875,nan,nan,0.008423603139817715,nan,0.001
1,97,3.4234139919281006,1.9747097492218018,nan,nan,0.0054138461127877235,nan,0.001
1,98,3.4479267597198486,1.9336401224136353,nan,nan,0.0037644580006599426,nan,0.001
1,99,3.495973825454712,1.936213731765747,nan,nan,0.003381720744073391,nan,0.001
1,100,3.5219528675079346,1.994673728942871,nan,nan,0.0033314458560198545,nan,0.001
1,101,3.546692132949829,1.8374111652374268,nan,nan,0.0036639904137700796,nan,0.001
1,102,3.597074508666992,1.8130223751068115,nan,nan,0.005269317422062159,nan,0.001
1,103,3.6219451427459717,1.9288314580917358,nan,nan,0.008068796247243881,nan,0.001
1,104,3.662841558456421,1.937288761138916,nan,nan,0.01078056450933218,nan,0.001
