Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3058221340179443,2.3058221340179443,2.3030056953430176,0.0001,0.0001,0.001
1,1,0.5078475475311279,2.3335320949554443,nan,nan,9.999999747378752e-05,nan,0.001
1,2,0.5332057476043701,2.315324544906616,nan,nan,0.0010455178562551737,nan,0.001
1,3,0.5579774379730225,2.3090531826019287,nan,nan,0.0029692547395825386,nan,0.001
1,4,0.5828292369842529,2.3217108249664307,nan,nan,-0.0014905831776559353,nan,0.001
1,5,0.607541561126709,2.300828695297241,nan,nan,-0.002888692542910576,nan,0.001
1,6,0.6327478885650635,2.3485493659973145,nan,nan,-0.0008926100563257933,nan,0.001
1,7,0.6579132080078125,2.3133325576782227,nan,nan,-0.00525319017469883,nan,0.001
1,8,0.6832304000854492,2.4227349758148193,nan,nan,-0.00012935278937220573,nan,0.001
1,9,0.7083723545074463,2.3328301906585693,nan,nan,0.0005424121045507491,nan,0.001
1,10,0.7336809635162354,2.3272578716278076,nan,nan,0.002695162780582905,nan,0.001
1,11,0.7590203285217285,2.37868070602417,nan,nan,0.0037249596789479256,nan,0.001
1,12,0.7844116687774658,2.3345870971679688,nan,nan,0.005967854987829924,nan,0.001
1,13,0.8097977638244629,2.2996182441711426,nan,nan,0.009711405262351036,nan,0.001
1,14,0.8349623680114746,2.3238637447357178,nan,nan,0.011920744553208351,nan,0.001
1,15,0.8602635860443115,2.3242290019989014,nan,nan,0.012387034483253956,nan,0.001
1,16,0.8855488300323486,2.3252432346343994,nan,nan,0.011226514354348183,nan,0.001
1,17,0.9108004570007324,2.3266804218292236,nan,nan,0.009989254176616669,nan,0.001
1,18,0.9360923767089844,2.3255982398986816,nan,nan,0.010528499260544777,nan,0.001
1,19,0.964381217956543,2.301868438720703,nan,nan,0.01109224371612072,nan,0.001
1,20,0.9895851612091064,2.3019251823425293,nan,nan,0.01209568977355957,nan,0.001
1,21,1.0148427486419678,2.2541356086730957,nan,nan,0.011688819155097008,nan,0.001
1,22,1.0400731563568115,2.288728713989258,nan,nan,0.012171894311904907,nan,0.001
1,23,1.065223217010498,2.317460775375366,nan,nan,0.013499303720891476,nan,0.001
1,24,1.0904245376586914,2.3213961124420166,nan,nan,0.013963700272142887,nan,0.001
1,25,1.1156268119812012,2.318336009979248,nan,nan,0.014604075811803341,nan,0.001
1,26,1.1408207416534424,2.288919687271118,nan,nan,0.014878056943416595,nan,0.001
1,27,1.1658034324645996,2.269314765930176,nan,nan,0.015174883417785168,nan,0.001
1,28,1.1909809112548828,2.273352861404419,nan,nan,0.015432043001055717,nan,0.001
1,29,1.2162666320800781,2.2637932300567627,nan,nan,0.01570054143667221,nan,0.001
1,30,1.2415716648101807,2.292452812194824,nan,nan,0.015643393620848656,nan,0.001
1,31,1.2665870189666748,2.265133857727051,nan,nan,0.016372162848711014,nan,0.001
1,32,1.2917349338531494,2.2810966968536377,nan,nan,0.015682421624660492,nan,0.001
