Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3058221340179443,2.3058221340179443,2.3030056953430176,0.0005,0.0005,1e-08
1,1,0.4497861862182617,2.3335320949554443,nan,nan,0.0005,nan,1e-08
1,2,0.511415958404541,2.2981173992156982,nan,nan,0.0005000773235224187,nan,1e-08
1,3,0.5591950416564941,2.2825980186462402,nan,nan,0.0005001458921469748,nan,1e-08
1,4,0.6070880889892578,2.310263156890869,nan,nan,0.0005002110847271979,nan,1e-08
1,5,0.6604790687561035,2.3156416416168213,nan,nan,0.0005002898396924138,nan,1e-08
1,6,0.7246689796447754,2.3006629943847656,nan,nan,0.0005003716796636581,nan,1e-08
1,7,0.7888598442077637,2.2774078845977783,nan,nan,0.000500434311106801,nan,1e-08
1,8,0.8572821617126465,2.269104242324829,nan,nan,0.0005005327984690666,nan,1e-08
1,9,0.9384214878082275,2.3088693618774414,nan,nan,0.0005006255232729018,nan,1e-08
1,10,1.026764154434204,2.31913161277771,nan,nan,0.000500735710375011,nan,1e-08
1,11,1.0802726745605469,2.3145573139190674,nan,nan,0.0005008539301343262,nan,1e-08
1,12,1.140599250793457,2.248650312423706,nan,nan,0.0005009727319702506,nan,1e-08
1,13,1.2009100914001465,2.2424752712249756,nan,nan,0.0005011042230762541,nan,1e-08
1,14,1.2544023990631104,2.2386512756347656,nan,nan,0.0005012446199543774,nan,1e-08
1,15,1.3341236114501953,2.2985382080078125,nan,nan,0.0005013823974877596,nan,1e-08
1,16,1.387373924255371,2.276005744934082,nan,nan,0.000501528091263026,nan,1e-08
1,17,1.4416391849517822,2.189728021621704,nan,nan,0.0005016825161874294,nan,1e-08
1,18,1.50325608253479,2.2361443042755127,nan,nan,0.0005018358933739364,nan,1e-08
1,19,1.5562052726745605,2.1553139686584473,nan,nan,0.000501997594255954,nan,1e-08
1,20,1.6084012985229492,2.1941347122192383,nan,nan,0.0005021648248657584,nan,1e-08
1,21,1.6602041721343994,2.182677745819092,nan,nan,0.000502340670209378,nan,1e-08
1,22,1.7121376991271973,2.089367628097534,nan,nan,0.0005025205900892615,nan,1e-08
1,23,1.7652740478515625,2.2069790363311768,nan,nan,0.0005026934668421745,nan,1e-08
1,24,1.817410945892334,2.1701886653900146,nan,nan,0.0005028722225688398,nan,1e-08
1,25,1.8714523315429688,2.0812766551971436,nan,nan,0.0005030720494687557,nan,1e-08
1,26,1.924701452255249,2.0217020511627197,nan,nan,0.0005032782792113721,nan,1e-08
1,27,1.9772648811340332,2.0652456283569336,nan,nan,0.0005034788628108799,nan,1e-08
1,28,2.0305614471435547,2.05452299118042,nan,nan,0.0005036912625655532,nan,1e-08
1,29,2.0873661041259766,1.975608229637146,nan,nan,0.0005038614617660642,nan,1e-08
1,30,2.145798683166504,1.9586628675460815,nan,nan,0.0005040371906943619,nan,1e-08
1,31,2.2049508094787598,1.904434084892273,nan,nan,0.0005041869007982314,nan,1e-08
1,32,2.2636194229125977,2.01698637008667,nan,nan,0.0005043272976763546,nan,1e-08
1,33,2.3199236392974854,1.9555760622024536,nan,nan,0.0005044713616371155,nan,1e-08
1,34,2.374958038330078,1.9693074226379395,nan,nan,0.0005045950529165566,nan,1e-08
1,35,2.451319932937622,1.9693832397460938,nan,nan,0.0005046852165833116,nan,1e-08
1,36,2.5519907474517822,1.881709337234497,nan,nan,0.0005047705490142107,nan,1e-08
1,37,2.6428067684173584,1.9912968873977661,nan,nan,0.0005048690945841372,nan,1e-08
1,38,2.724531650543213,2.0218842029571533,nan,nan,0.0005049406900070608,nan,1e-08
1,39,2.7940704822540283,1.9473369121551514,nan,nan,0.0005049747996963561,nan,1e-08
1,40,2.8483617305755615,1.9272253513336182,nan,nan,0.0005049971514381468,nan,1e-08
1,41,2.9356753826141357,1.9052671194076538,nan,nan,0.0005050234613008797,nan,1e-08
1,42,2.993485450744629,1.9677046537399292,nan,nan,0.0005050637992098927,nan,1e-08
1,43,3.0953991413116455,2.0421762466430664,nan,nan,0.0005051259067840874,nan,1e-08
1,44,3.1727797985076904,1.7628611326217651,nan,nan,0.00050512352026999,nan,1e-08
1,45,3.227048635482788,1.8691284656524658,nan,nan,0.0005051227635703981,nan,1e-08
1,46,3.3094825744628906,1.9321357011795044,nan,nan,0.0005051079206168652,nan,1e-08
1,47,3.3866846561431885,1.9348177909851074,nan,nan,0.0005051011685281992,nan,1e-08
